display_name,full_name,gender,age,date_of_birth,bowling_style,position_name,country_name
Curtis Heaphy,Curtis George Heaphy,M,22,2003-07-28T00:00Z,,Wicketkeeper batter,New Zealand
Jair McAllister,Jair McAllister,M,0,,,Bowler,West Indies
Ahrar Amin,Ahrar Amin,M,21,2004-10-21T00:00Z,Slow left-arm orthodox,Batting allrounder,Bangladesh
Mahfuzur Rahman Rabby,Mahfuzur Rahman Rabby,M,20,2005-05-08T00:00Z,Slow left-arm orthodox,Bowling allrounder,Bangladesh
Rohanat Doullah Borson,Rohanat Doullah Borson,M,20,2005-05-22T00:00Z,Right-arm medium,Bowler,Bangladesh
Maruf Mridha,Maruf Mridha,M,19,2006-05-15T00:00Z,Left-arm medium,Bowler,Bangladesh
Iqbal Hossain Emon,Iqbal Hossain Emon,M,19,2006-12-05T00:00Z,Right-arm medium,Bowler,Bangladesh
Sanvert Kurkalang,Sanvert Bernard Kurkalang,M,33,1992-08-20T00:00Z,Right-arm medium-fast,Unknown,India
Akhil Scaria,Akhil Thomas Scaria,M,27,1998-10-05T00:00Z,Right-arm medium-fast,Unknown,India
Shen Patel,Shen Nareshbhai Patel,M,23,2003-04-25T00:00Z,Right-arm medium,Unknown,India
Jeetendra Sharma,Jeetendra Bhagirath Sharma,M,29,1996-12-13T00:00Z,Right-arm medium-fast,Unknown,India
Pheiroijam Jotin,Pheiroijam Jotin Singh,M,20,2006-03-15T00:00Z,Right-arm medium,Unknown,India
Hazrat Bilal,Hazrat Bilal,M,38,1988-01-02T00:00Z,Right-arm medium-fast,Bowler,United Arab Emirates
Rizwan Butt,Muhammad Rizwan Butt,M,35,1991-01-02T00:00Z,Right-arm medium,Bowler,Bahrain
Danish Jasnaik,Mohammad Danish Jasnaik,M,36,1990-02-23T00:00Z,Legbreak,Unknown,Bahrain
Atif-Ur-Rehman,Atif-Ur-Rehman,M,44,1982-01-12T00:00Z,Right-arm medium,Unknown,Saudi Arabia
Haseeb Ghafoor,Haseeb Ghafoor,M,42,1984-01-28T00:00Z,,Unknown,Saudi Arabia
Muhammad Saqib,Muhammad Saqib,M,36,1989-08-20T00:00Z,Right-arm medium,Unknown,Saudi Arabia
Irshad Mubbashar,Irshad Mubbashar,M,43,1983-04-10T00:00Z,Right-arm offbreak,Unknown,Saudi Arabia
Usman Najeeb,Usman Najeeb,M,30,1995-07-25T00:00Z,Right-arm medium,Bowler,Saudi Arabia
Saad Khan,Saad Khan,M,38,1987-08-23T00:00Z,Right-arm medium,Unknown,Saudi Arabia
Md Rafi Uzzaman Rafi,Md Rafi Uzzaman Rafi,M,19,2006-12-24T00:00Z,Slow left-arm orthodox,Bowler,Bangladesh
Waseem Yaqoob,Waseem Yaqoob,M,35,1990-06-10T00:00Z,Right-arm medium-fast,Unknown,Lesotho
Malhar Rasool,Malhar Rasool,M,0,,,Unknown,Pakistan
Lebona Leokaoke,Lebona Leokaoke,M,37,1989-03-15T00:00Z,Right-arm offbreak,Unknown,Lesotho
Ashiqur Rahman Shibli,Ashiqur Rahman Shibli,M,20,2005-12-01T00:00Z,,Wicketkeeper batter,Bangladesh
Wasi Siddiquee,Wasi Siddiquee,M,19,2006-11-06T00:00Z,Legbreak,Bowling allrounder,Bangladesh
Sheikh Parvez Jibon,Sheikh Parvez Jibon,M,19,2006-10-08T00:00Z,Right-arm offbreak,Bowler,Bangladesh
Kashif Siddique,Kashif Siddique,M,37,1989-04-04T00:00Z,,Unknown,Saudi Arabia
Lerotholi Gabriel,Lerotholi Mpiti Gabriel,M,28,1997-08-28T00:00Z,,Unknown,Lesotho
Phillip Zuze,Phillip Zuze,M,19,2006-09-18T00:00Z,,Unknown,Malawi
Khan Arbaaz,Khan Mohammad Arbaaz,M,22,2003-07-12T00:00Z,Right-arm medium-fast,Unknown,Lesotho
Vijayakumar Jayant,Vijayakumar Jayant,M,29,1996-09-04T00:00Z,,Unknown,Lesotho
Kelvin Thuchila,Kelvin Thuchila,M,21,2004-10-29T00:00Z,Slow left-arm orthodox,Unknown,Malawi
Mahamadou Diaby,Mahamadou Taifour Diaby,M,37,1989-02-01T00:00Z,Right-arm medium-fast,Unknown,Mali
Mamadou Diawara,Mamadou Samba Diawara,M,28,1998-03-26T00:00Z,Right-arm medium-fast,Unknown,Mali
Sanze Kamate,Sanze Kamate,M,31,1994-08-06T00:00Z,Right-arm medium-fast,Unknown,Mali
Cheick Keita,Cheick Amala Keita,M,28,1997-12-12T00:00Z,Right-arm medium-fast,Unknown,Mali
Lamissa Sanogo,Lamissa Sanogo,M,31,1994-12-21T00:00Z,Right-arm medium-fast,Unknown,Mali
Mamadou Sidibe,Mamadou Sidibe,M,23,2002-12-25T00:00Z,Right-arm medium-fast,Unknown,Mali
Sekou Diaby,Sekou Goutoubou Diaby,M,36,1990-03-07T00:00Z,Right-arm medium-fast,Unknown,Mali
Theodore Macalou,Theodore Mody Macalou,M,31,1995-02-11T00:00Z,Right-arm medium-fast,Unknown,Mali
Mohamed Coulibaly,Mohamed Coulibaly,M,26,2000-01-02T00:00Z,Right-arm medium-fast,Unknown,Mali
Mahamadou Malle,Mahamadou Malle,M,26,2000-03-27T00:00Z,Right-arm medium-fast,Unknown,Mali
Lassina Berthe,Lassina Berthe,M,28,1997-12-31T00:00Z,Right-arm medium-fast,Unknown,Mali
Cliff Richards,Cliff George Richards,M,35,1991-04-02T00:00Z,Right-arm medium-fast,Unknown,St Helena
Zakaria Makadji,Zakaria Makadji,M,23,2002-10-25T00:00Z,Right-arm medium-fast,Unknown,Mali
Daouda Traore,Daouda Traore,M,24,2002-01-22T00:00Z,Right-arm medium-fast,Unknown,Mali
Moustapha Diakite,Moustapha Simbo Diakite,M,26,1999-09-21T00:00Z,Right-arm medium-fast,Unknown,Mali
Aiden Leo,Aiden Ross Leo,M,26,2000-02-01T00:00Z,Right-arm medium-fast,Unknown,St Helena
Dax Richards,Dax Leroy Richards,M,45,1981-01-21T00:00Z,Right-arm medium-fast,Unknown,St Helena
Jamie Ellick,Jamie Kyle Patrick Ellick,M,38,1988-02-11T00:00Z,Right-arm medium-fast,Unknown,St Helena
Barry Stroud,Barry Keith Stroud,M,36,1990-02-28T00:00Z,Right-arm medium-fast,Unknown,St Helena
Shivamanikanth Kommula,Shivamanikanth Kommula,M,30,1995-06-15T00:00Z,Right-arm medium,Unknown,Costa Rica
Thiwanka Rajapaksha,Thiwanka Kasthuri Pathirage Rajapaksha,M,33,1992-09-11T00:00Z,Right-arm medium-fast,Unknown,Seychelles
Santosh Pillay,Santosh Pillay,M,38,1987-10-13T00:00Z,Right-arm medium-fast,Unknown,Seychelles
Junjun Sangma,Junjun Mark Sangma,M,27,1998-06-14T00:00Z,,Unknown,India
Mohammad Waleed,Mohammad Waleed,M,25,2001-01-05T00:00Z,Right-arm offbreak,Unknown,Pakistan
Himanshu Singh,Himanshu Singh,M,28,1997-09-23T00:00Z,Legbreak,Unknown,India
Gaurav Joshi,Gaurav Joshi,M,27,1999-04-12T00:00Z,,Unknown,India
Veron Bomnyuy,Veron Fortune Bomnyuy,M,21,2004-06-23T00:00Z,Right-arm medium-fast,Unknown,Cameroon
Toby Gray,Toby William Gray,M,24,2001-10-16T00:00Z,Legbreak,Bowler,Australia
Ethan D'Souza,Ethan Carl D'Souza,M,20,2006-03-17T00:00Z,Right-arm offbreak,Batter,United Arab Emirates
Adil Butt,Adil Butt,M,37,1988-12-31T00:00Z,Right-arm medium-fast,Unknown,Eswatini
Peter Francis,Peter Francis,M,28,1998-03-13T00:00Z,Right-arm fast,Bowler,Australia
Dinesh Polpitiya,Dinesh Polpitiya,M,43,1982-06-14T00:00Z,Right-arm offbreak,Unknown,Eswatini
Raf MacMillan,Rafael MacMillan,M,21,2005-02-01T00:00Z,Right-arm offbreak,Bowler,Australia
Phumlani Sibiya,Phumlani Sibiya,M,35,1991-02-13T00:00Z,,Unknown,Eswatini
Mohammed Alamgir,Mohammed Alamgir,M,35,1991-04-20T00:00Z,Right-arm offbreak,Unknown,Eswatini
Ousman Touray,Ousman Touray,M,27,1999-01-28T00:00Z,Right-arm medium-fast,Unknown,Gambia
Musa Jobarteh,Musa Jobarteh,M,0,,Right-arm medium-fast,Unknown,Gambia
Camate Roposo,Camate Bez Roposo,M,20,2005-09-28T00:00Z,Right-arm medium-fast,Unknown,Mozambique
Joshua Asia,Joshua Asia,M,20,2006-01-06T00:00Z,Right-arm offbreak,Unknown,Nigeria
Raymond Coker,Raymond Coker,M,18,2007-09-19T00:00Z,Legbreak,Unknown,Sierra Leone
Luis Mavume,Luis Francisco Mavume,M,20,2005-06-01T00:00Z,Right-arm medium-fast,Unknown,Mozambique
Dario Macome,Dario Vasco Macome,M,22,2003-12-18T00:00Z,Right-arm medium-fast,Unknown,Mozambique
Armando Chuvale,Armando Tomas Chuvale,M,20,2006-01-27T00:00Z,Right-arm medium-fast,Unknown,Mozambique
Alusine Turay,Alusine Turay,M,18,2007-09-19T00:00Z,Legbreak,Unknown,Sierra Leone
Yousuf Ali,Md Yousuf Ali,M,26,1999-05-15T00:00Z,Slow left-arm orthodox,Bowler,Qatar
Roger Atangana,Roger Duplex Atangana,M,25,2000-07-30T00:00Z,Left-arm medium-fast,Bowler,Cameroon
Rizwan Haider,Rizwan Haider,M,39,1987-03-12T00:00Z,Left-arm medium,Bowler,Malaysia
Godfrey Mangau,Godfrey Mangau,M,26,2000-04-29T00:00Z,Right-arm medium,Unknown,Vanuatu
Shah Abrar Hussain,Shah Abrar Hussain,M,39,1986-11-05T00:00Z,Right-arm offbreak,Unknown,Cambodia
Naveen Gurung,Naveen Aayush Gurung,M,24,2002-03-05T00:00Z,Left-arm medium-fast,Unknown,India
Innocent Mwebaze,Innocent Mwebaze,M,22,2003-08-24T00:00Z,Right-arm medium,Unknown,Uganda
Mohit Rathee,Mohit Rathee,M,27,1999-01-13T00:00Z,Legbreak,Allrounder,India
Mayank Verma,Mayank Verma,M,22,2003-10-22T00:00Z,,Unknown,India
Zubair Ali,Zubair Ali khan,M,25,2000-12-22T00:00Z,Right-arm medium-fast,Unknown,India
Karan Lamba,Karan Rajesh Lamba,M,21,2004-11-28T00:00Z,Legbreak,Unknown,India
TNR Mohit,Tadakamalla Narsing Raj Mohit,M,24,2001-07-23T00:00Z,Right-arm offbreak,Unknown,India
Aanjaneya Suryavanshi,Aanjaneya Dhirendra Suryavanshi,M,23,2003-01-26T00:00Z,Right-arm offbreak,Unknown,India
Waleed Azeem,Syed Waleed Azeem,M,28,1997-11-17T00:00Z,Legbreak,Unknown,Pakistan
Manish Sharma,Manish Sharma,M,48,1977-07-11T00:00Z,Right-arm offbreak,Unknown,Cambodia
Thabile Hlatuka,Thabile Hlatuka,M,0,,,Unknown,South Africa
Bijay Prasad,Bijay Biharilall Prasad,M,23,2002-09-05T00:00Z,Right-arm medium,Unknown,India
Mohsin Riaz,Mohsin Riaz,M,25,2000-06-08T00:00Z,,Batter,Pakistan
Himanshu Sharma,Himanshu Sharma,M,27,1998-06-06T00:00Z,Legbreak,Bowler,India
Robin Minz,Robin Minz,M,23,2002-09-13T00:00Z,Slow left-arm orthodox,Wicketkeeper batter,India
Prince Yadav,Prince Yadav,M,24,2001-12-12T00:00Z,Right-arm fast,Bowler,India
Raghav Goyal,Raghav Goyal,M,24,2001-06-20T00:00Z,Left-arm wrist-spin,Bowler,India
Sagar Solanki,Sagar Solanki,M,25,2000-09-01T00:00Z,Slow left-arm orthodox,Unknown,India
Suyash Sharma,Suyash Sharma,M,22,2003-05-15T00:00Z,Legbreak googly,Bowler,India
Sammar Gajjar,Sammar Gajjar,M,22,2003-08-14T00:00Z,Slow left-arm orthodox,Unknown,India
Money Grewal,Money Swarn Grewal,M,25,2000-10-04T00:00Z,Right-arm medium,Unknown,India
Jonte Smith,Jonte Smith,M,31,1994-07-10T00:00Z,Right-arm medium,Unknown,Bermuda
Hemant Kumar,Hemant Kumar,M,30,1995-10-28T00:00Z,Left-arm medium,Bowler,India
Sajjad Ali,Sajjad Ali,M,21,2005-05-01T00:00Z,Left-arm medium,Unknown,Pakistan
Siddharth Balodi,Siddharth Balodi,M,27,1998-06-26T00:00Z,Right-arm medium,Unknown,India
Antum Naqvi,Antum Amir Naqvi,M,27,1999-04-05T00:00Z,Right-arm offbreak,Batting allrounder,Zimbabwe
Habibur Rahman Sohan,Habibur Rahman Sohan,M,26,1999-11-20T00:00Z,Right-arm medium,Top-order batter,Bangladesh
Aarya Desai,Aarya Desai,M,23,2003-04-03T00:00Z,Right-arm offbreak,Opening batter,India
Angus Schaw,Angus Robert Schaw,M,32,1994-03-14T00:00Z,Right-arm offbreak,Bowler,New Zealand
Awad Naqvi,Awad Naqvi,M,23,2003-01-09T00:00Z,Legbreak,Unknown,Zimbabwe
Jamal Todd,Jamal Tana Todd,M,22,2004-03-27T00:00Z,Right-arm offbreak,Unknown,New Zealand
Muhammad Jawadullah,Muhammad Jawadullah,M,27,1999-03-12T00:00Z,Left-arm fast-medium,Bowler,United Arab Emirates
Mukul Choudhary,Mukul Dalip Choudhary,M,21,2004-08-06T00:00Z,,Middle-order batter,India
Nawaz Khan,Nawaz Aftab Khan,M,31,1995-04-08T00:00Z,Right-arm medium,Unknown,India
Rahul Radesh,Rahul Radesh,M,23,2003-01-28T00:00Z,,Unknown,India
Anish Prasad,Anish Rambabu Prasad,M,23,2002-10-12T00:00Z,Right-arm medium,Unknown,Cambodia
Vishwanath Pratap Singh,Vishwanath Pratap Singh,M,27,1998-06-18T00:00Z,Right-arm offbreak,Unknown,India
Hugh Weibgen,Hugh D Weibgen,M,21,2004-10-28T00:00Z,Right-arm offbreak,Top-order batter,Australia
Hughes-Pinan,Sebastian James Hughes-Pinan,M,19,2006-05-11T00:00Z,Slow left-arm orthodox,Unknown,Spain
Nitesh Reddy,Kanala Nitesh Reddy,M,28,1997-12-31T00:00Z,Right-arm offbreak,Unknown,India
Owen Muzondo,Owen Muzondo,M,28,1998-02-19T00:00Z,Slow left-arm orthodox,Unknown,Zimbabwe
Thomas Balkin,Thomas H Balkin,M,22,2004-01-08T00:00Z,Right-arm medium,Bowler,Australia
Shamar Joseph,Shamar Joseph,M,26,1999-08-31T00:00Z,Right-arm fast,Bowler,West Indies
Shafat Ali Syed,Shafat Ali Syed,M,30,1996-03-17T00:00Z,Left-arm medium,Unknown,Spain
Luke Holt,Luke B Holt,M,22,2003-10-22T00:00Z,Legbreak,Bowler,Australia
Harry Dixon,Harry Thomas Dixon,M,21,2005-02-16T00:00Z,Right-arm offbreak,Allrounder,Australia
Christian Webster,Christian Webster,M,20,2005-05-10T00:00Z,Right-arm offbreak,Unknown,Isle of Man
Jacob Albertze,Jacob Daniel Theunis Albertze,M,41,1985-03-22T00:00Z,,Unknown,Bermuda
Tinotenda Maposa,Tinotenda Tinashe Maposa,M,22,2003-08-29T00:00Z,Right-arm medium,Bowler,Zimbabwe
Ashok Nair,Ashok Ramachandran Nair,M,46,1979-12-05T00:00Z,,Unknown,Bahamas
Junior Scott,Junior Emanuel Scott,M,38,1987-12-24T00:00Z,Right-arm medium,Unknown,Bahamas
Muhammad Abbas,Muhammad Arslan Abbas,M,22,2003-11-29T00:00Z,Left-arm medium-fast,Middle-order batter,New Zealand
Jahmeal Buchanan,Jahmeal Buchanan,M,34,1991-12-31T00:00Z,Right-arm offbreak,Bowler,Cayman Islands
Ameer Hamzah,Ameer Hamzah,M,30,1995-07-24T00:00Z,Slow left-arm orthodox,Unknown,Spain
Brian Corbin,Brian Kerr B Corbin,M,46,1979-10-16T00:00Z,,Unknown,Cayman Islands
Ahmadi Ravat,Ahmadi Hanif Ravat Bhaiyat,M,32,1994-03-15T00:00Z,,Unknown,Panama
Ahmed Patel,Ahmed Mehmood Patel,M,32,1993-08-07T00:00Z,Right-arm medium,Unknown,Panama
Rahul Ahir,Rahul Dipak Bhai Ahir,M,30,1995-12-19T00:00Z,Right-arm medium,Unknown,Panama
Faizan Patel,Faizan Liyakat Patel,M,32,1993-11-15T00:00Z,Right-arm medium,Unknown,Panama
Campbell Macmillan,Campbell Craig Macmillan,M,20,2005-06-16T00:00Z,,Wicketkeeper batter,Zimbabwe
Ronak Patel,Ronak Patel,M,20,2006-04-15T00:00Z,Right-arm offbreak,Allrounder,Zimbabwe
Huzaifa Patel,Huzaifa Javed Patel,M,29,1997-03-21T00:00Z,,Unknown,Panama
Vishal Ahir,Vishal Chhimabhai Ahir,M,36,1990-02-04T00:00Z,Right-arm medium,Unknown,Panama
Sohel Patel,Sohel Patel,M,38,1987-05-22T00:00Z,Right-arm medium,Unknown,Panama
Luke Ward,Luke Ward,M,20,2005-05-28T00:00Z,,Unknown,Isle of Man
Robiul Khan,Robiul Khan,M,31,1995-03-08T00:00Z,Right-arm medium,Unknown,Spain
Noor ul Rahman,Noor ul Rahman Akakhail,M,25,2001-01-01T00:00Z,,Wicketkeeper batter,Afghanistan
Arshaduddin Safi,Arshaduddin Safi,M,20,2005-05-26T00:00Z,Right-arm medium-fast,Unknown,Afghanistan
Mujeeb Zadran,Mujeeb Zadran,M,0,,Right-arm medium,Unknown,Afghanistan
Khalid Ahmadzai,Khalid Ahmadzai,M,19,2007-03-16T00:00Z,,Wicketkeeper batter,Afghanistan
JP King,Jordan Phillip King,M,22,2003-08-26T00:00Z,Right-arm offbreak,Allrounder,South Africa
Wan Azam,Wan Muhammad Azam Wan Ahmad,M,22,2003-09-18T00:00Z,,Unknown,Malaysia
Ahsan ul Haq,Ahsan ul Haq,M,37,1988-10-16T00:00Z,,Unknown,Kuwait
Uraia Sorovakatini,Uraia Sorovakatini,M,31,1995-03-28T00:00Z,Right-arm medium-fast,Unknown,Fiji
Peni Kotoisuva,Peni Topati Kotoisuva,M,35,1991-02-27T00:00Z,Right-arm medium-fast,Unknown,Fiji
Maene Tuilaepa,Maene Tuilaepa,M,20,2005-07-25T00:00Z,,Unknown,Samoa
Aoga Leutogi,Aoga Lii Leutogi,M,26,1999-10-11T00:00Z,,Unknown,Samoa
Afapene Ilaoa,Afapene Ilaoa,M,21,2004-10-25T00:00Z,,Unknown,Samoa
Bondi Pita,Bondi Pita,M,19,2006-12-31T00:00Z,,Unknown,Samoa
Matthew Faatea,Matthew Taauso Mafoa Faatea,M,22,2003-08-30T00:00Z,,Unknown,Samoa
Arab Gul,Arab Gul Momand,M,20,2005-09-01T00:00Z,Legbreak,Bowler,Afghanistan
Liam Haskett,Liam Haskett,M,24,2001-05-31T00:00Z,Left-arm fast-medium,Bowler,Australia
Bishal Chowdhury,Bishal Chowdhury,M,0,,,Unknown,Bangladesh
Haroon Khan,Mohammad Haroon Khan,M,20,2006-03-15T00:00Z,,Unknown,Afghanistan
Wafiullah Tarakhil,Wafiullah Tarakhil,M,19,2007-03-31T00:00Z,,Batter,Afghanistan
Sohail Khan Zurmati,Sohail Khan Zurmati,M,19,2007-02-22T00:00Z,,Batter,Afghanistan
Khalid Taniwal,Khalid Taniwal,M,19,2006-09-04T00:00Z,,Unknown,Afghanistan
Naseer Khan Maroofkhil,Naseer Khan Maroofkhil,M,20,2006-01-30T00:00Z,Slow left-arm orthodox,Unknown,Afghanistan
Bashir Ahmad,Bashir Ahmad,M,20,2005-07-12T00:00Z,Left-arm medium,Bowler,Afghanistan
Hiran Jayasundara,Hiran Jayasundara,M,20,2005-05-30T00:00Z,Right-arm medium,Wicketkeeper batter,Sri Lanka
Hirun Kapurubandara,Kapurubandara Arachchilage Hirun Matheesha,M,21,2005-02-08T00:00Z,,Unknown,Sri Lanka
Michael Charlie,Michael Charlie,M,0,,Right-arm medium,Unknown,Papua New Guinea
Vishen Halambage,Vishen Sasmith Halambage,M,21,2005-01-19T00:00Z,Legbreak,Batting allrounder,Sri Lanka
Vihas Thewmika,Kudakuruduwage Vihas Thewmika,M,20,2005-09-08T00:00Z,Right-arm offbreak,Bowling allrounder,Sri Lanka
Vishwa Lahiru,Vishwa Lahiru Kumara,M,21,2004-11-15T00:00Z,Slow left-arm orthodox,Unknown,Sri Lanka
Dinura Kalupahana,Dinura Kalupahana,M,20,2005-06-16T00:00Z,Right-arm medium,Unknown,Sri Lanka
Toby Findlay,Toby Aitken Findlay,M,22,2003-06-21T00:00Z,Right-arm medium,Bowler,New Zealand
Munashe Chimusoro,Munashe Leeroy Chimusoro,M,20,2005-05-29T00:00Z,,Unknown,Zimbabwe
Garuka Sanketh,Garuka Sanketh,M,20,2005-05-30T00:00Z,Right-arm medium,Bowler,Sri Lanka
Parveen Kumar,Parveen Kumar,M,31,1994-05-29T00:00Z,Left-arm wrist-spin,Allrounder,Canada
Raymond Kasimo,Raymond Kasimo,M,0,,,Unknown,Zimbabwe
Ramesh Kalimuthu,Ramesh Kalimuthu,M,38,1987-05-16T00:00Z,Right-arm medium-fast,Unknown,Singapore
Amir Farooq,Amir Farooq,M,31,1995-02-14T00:00Z,Left-arm medium,Unknown,Qatar
Clinto Anto,Clinto Velookkaran Anto,M,31,1994-06-22T00:00Z,,Unknown,Kuwait
Parvindar Kumar,Parvindar Kumar,M,36,1989-12-20T00:00Z,Right-arm medium,Unknown,Kuwait
Sai Sarthak,Sai Sarthak,M,18,2008-03-07T00:00Z,Slow left-arm orthodox,Unknown,Bahrain
Manan Ali,Abdul Manan Ali,M,28,1997-07-30T00:00Z,Right-arm offbreak,Batter,Saudi Arabia
Jaspal Singh,Jaspal Singh,M,39,1986-10-17T00:00Z,Right-arm medium,Unknown,Malta
Salvin Stanly,Salvin Stanly,M,42,1984-04-24T00:00Z,Right-arm medium,Unknown,Cambodia
Waqar Ul Hassan,Waqar Ul Hassan,M,34,1992-03-08T00:00Z,Right-arm medium-fast,Unknown,Saudi Arabia
Matthew Weldon,Matthew Noel Weldon,M,20,2005-12-31T00:00Z,Left-arm medium-fast,Unknown,Ireland
Byron McDonough,Byron Daniel McDonough,M,24,2001-09-27T00:00Z,Right-arm medium,Unknown,Ireland
Cameron Melly,Cameron George Melly,M,23,2002-09-20T00:00Z,,Unknown,Ireland
Josh Wilson,Josh William Wilson,M,22,2003-10-02T00:00Z,Right-arm medium,Unknown,Ireland
Harry Zimmermann,Harry Michael Wilhelm Zimmermann,M,24,2001-09-03T00:00Z,Right-arm medium,Unknown,Ireland
Sumit Singh,Sumit Pratap Singh,M,0,,,Unknown,Finland
Suhail Vayani,Suhail Zahid Vayani,M,18,2008-02-27T00:00Z,Right-arm offbreak,Unknown,Malawi
Hamza Khan,Hamza Khan Alikhil,M,0,,Right-arm offbreak,Unknown,Afghanistan
Luke Robinson,Luke Stephen Robinson,M,22,2003-10-12T00:00Z,Right-arm medium,Unknown,England
Hujeifa Jangariya,Hujeifa Jangariya,M,30,1996-02-17T00:00Z,,Unknown,Eswatini
Faizalmahmed Patel,Faizalmahmed Patel,M,42,1983-08-06T00:00Z,Left-arm medium-fast,Unknown,Eswatini
Safwan Barediya,Safwan Barediya,M,33,1993-01-09T00:00Z,Right-arm medium,Unknown,Eswatini
Wesley Landman,Wesley Landman,M,36,1989-05-13T00:00Z,Right-arm medium,Unknown,Eswatini
Manussur Algi,Manussur Alexandre Algi,M,21,2004-09-28T00:00Z,Left-arm medium,Unknown,Mozambique
Eugenio Azine,Eugenio Ibraimo Azine,M,22,2004-03-27T00:00Z,Legbreak,Unknown,Mozambique
Tharinda Guruge,Lelwala Guruge Tharinda Nirmal,M,22,2004-01-29T00:00Z,Right-arm offbreak,Allrounder,Sri Lanka
Asela Sampath,KG Asela Sampath,M,30,1995-09-08T00:00Z,Left-arm medium,Unknown,Sri Lanka
Kaveesh Sathsara,Waduthanthri Kaveesh Sathsara,M,23,2003-03-25T00:00Z,Slow left-arm orthodox,Unknown,Sri Lanka
Bihanga Mendis,Balpu Waduge Bihanga Madushan Kavishka Mendis,M,23,2002-09-16T00:00Z,Left-arm medium,Unknown,Sri Lanka
Tharush Damindu,Weerasinghe Mohottige Don Tharush Damindu Sankalpa,M,21,2004-08-12T00:00Z,Right-arm medium,Unknown,Sri Lanka
Madushan Ferdinando,Kariyakarawana Patabandi Mahavidanalage Madushan Dilakshana Ferdinando,M,25,2001-04-21T00:00Z,,Wicketkeeper batter,TBA
Diniru Abeywickramasingha,Malavi Arachchi Kankanamage Diniru Sanushka Abeywickramasingha,M,21,2005-02-11T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
Lilan Rangana,Kariyakarawana Patabedi Maha Widanalage Don Lilan Rangana Lakshman Fredinandu,M,28,1998-04-19T00:00Z,Legbreak,Unknown,Sri Lanka
Dileepa Gayashan,Dileepa Gayashan,M,0,,,Unknown,Sri Lanka
Naren Muralidaran,Naren Muralidaran,M,20,2006-01-21T00:00Z,Legbreak,Unknown,Sri Lanka
Mahesh Sandaruwan,Halamba Mahesh Sandaruwan de Silva,M,33,1992-06-07T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
Dumindu Sewmina,Dumindu Sewmina Mihindu Kulasooriya,M,21,2004-12-19T00:00Z,Right-arm medium-fast,Unknown,Sri Lanka
Kalana Liyanage,Bamunusinha Liyanage Kalana Pathum Chinthaka,M,22,2004-01-27T00:00Z,Left-arm fast-medium,Unknown,Sri Lanka
Amesh Thennakoon,Mudiyanselage Amesh Randunu Thennakoon,M,21,2004-06-25T00:00Z,,Wicketkeeper,Sri Lanka
Irusha Akash,Visman Acharige Irusha Akash,M,23,2002-10-09T00:00Z,Slow left-arm orthodox,Unknown,Sri Lanka
Hashitha Rajapaksha,Rajapakshe Manimelnambi Hashitha Imanthaka Rajapaksha,M,23,2003-03-03T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
Gayana Weerasinghe,Imayage Don Gayana Geethaja Weerasinghe,M,21,2004-12-16T00:00Z,Right-arm medium-fast,Allrounder,Sri Lanka
Kavindu Ravishan,Vidyarathnalage Kavindu Ravishan Vidyarathna,M,26,1999-07-20T00:00Z,Right-arm medium,Unknown,Sri Lanka
Faisur Rahman,Faisur Rahman,M,0,,,Unknown,Sri Lanka
Thomas Rew,Thomas Henry Sidney Rew,M,18,2007-11-29T00:00Z,,Wicketkeeper batter,England
Kavishka Dinuwan,Koralage Kavishka Dinuwan,M,21,2004-08-02T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
Ashan Wagaarachchi,Wagaarachchige Chamodya Ashan Wagaarachchi,M,23,2002-09-27T00:00Z,Right-arm medium,Unknown,Sri Lanka
Punsara Sandaruwan,Punsara Sandaruwan,M,0,,,Unknown,Sri Lanka
Janeth Kaushal,Ilandari Dewa Janeth Kaushal,M,22,2003-10-04T00:00Z,,Wicketkeeper,Sri Lanka
Vihanga Ruwanara,Kariyawasam galoluwage Vihanga Ruwanara Nanayakkara,M,25,2001-02-14T00:00Z,Right-arm medium-fast,Unknown,Sri Lanka
Gihan Asanka,Gihan Asanka,M,24,2002-04-08T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
Adithya Yapa,Adithya Yapa,M,0,,,Unknown,Sri Lanka
Kushan Wijerama,Kushan Wijerama,M,22,2003-12-10T00:00Z,Right-arm medium-fast,Unknown,Sri Lanka
Mohamed Ali,S Mohamed Ali,M,21,2004-10-03T00:00Z,Right-arm offbreak,Bowler,India
Thiwanka Lakshitha,Dewa Thiwanka Lakshitha,M,31,1995-03-31T00:00Z,Legbreak,Unknown,Sri Lanka
Deneth Ashan,Deneth Ashan Mayuranga,M,24,2001-08-10T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
Boopathi Kumar,Boopathi Vaishna Kumar,M,23,2002-10-13T00:00Z,,Middle-order batter,India
Shivam Singh,Shivam Singh,M,30,1995-11-25T00:00Z,Right-arm offbreak,Allrounder,India
Sangeeth Shehara,Pethangodage Sangeeth Shehara,M,23,2002-06-26T00:00Z,Right-arm offbreak,Unknown,Sri Lanka
